Datetime,Open,High,Low,Close,Adj Close,Volume
2024-11-04 09:30:00-05:00,571.1799926757812,571.530029296875,570.1900024414062,570.3099975585938,570.3099975585938,1661380
2024-11-04 09:35:00-05:00,570.3300170898438,570.5087280273438,569.27001953125,569.8400268554688,569.8400268554688,762437
2024-11-04 09:40:00-05:00,569.8300170898438,571.119873046875,569.8300170898438,571.030029296875,571.030029296875,407503
2024-11-04 09:45:00-05:00,571.030029296875,571.5399780273438,570.9199829101562,571.3400268554688,571.3400268554688,380751
2024-11-04 09:50:00-05:00,571.3300170898438,571.4000244140625,570.5100708007812,570.9299926757812,570.9299926757812,321859
2024-11-04 09:55:00-05:00,570.9000244140625,571.530029296875,570.8800048828125,571.52001953125,571.52001953125,262721
2024-11-04 10:00:00-05:00,571.4700927734375,571.7899780273438,571.2100219726562,571.489990234375,571.489990234375,336559
2024-11-04 10:05:00-05:00,571.47998046875,571.9299926757812,571.4201049804688,571.4802856445312,571.4802856445312,346772
2024-11-04 10:10:00-05:00,571.469970703125,571.6199951171875,571.260009765625,571.3599853515625,571.3599853515625,285531
2024-11-04 10:15:00-05:00,571.3599853515625,571.780029296875,571.3298950195312,571.6699829101562,571.6699829101562,249339
2024-11-04 10:20:00-05:00,571.739990234375,572.5,571.5999755859375,572.3599853515625,572.3599853515625,313911
2024-11-04 10:25:00-05:00,572.3699951171875,572.5,571.7999877929688,572.1099243164062,572.1099243164062,296161
2024-11-04 10:30:00-05:00,572.0900268554688,572.219970703125,571.6901245117188,571.9400024414062,571.9400024414062,232547
2024-11-04 10:35:00-05:00,571.9299926757812,572.0800170898438,571.5,571.6199951171875,571.6199951171875,211591
2024-11-04 10:40:00-05:00,571.6900024414062,572.010009765625,571.4600219726562,571.9199829101562,571.9199829101562,579606
2024-11-04 10:45:00-05:00,571.9400024414062,572.1599731445312,571.2999877929688,572.1599731445312,572.1599731445312,215900
2024-11-04 10:50:00-05:00,572.1699829101562,572.1900024414062,571.8800048828125,572.1099853515625,572.1099853515625,265943
2024-11-04 10:55:00-05:00,572.1099853515625,572.1099853515625,571.6099853515625,571.6300048828125,571.6300048828125,464099
2024-11-04 11:00:00-05:00,571.6400146484375,571.8499755859375,571.47998046875,571.719970703125,571.719970703125,225941
2024-11-04 11:05:00-05:00,571.6749877929688,571.8900146484375,571.510009765625,571.75,571.75,105730
2024-11-04 11:10:00-05:00,571.7550048828125,572.1900024414062,571.7449951171875,571.9249877929688,571.9249877929688,2146228
2024-11-04 11:15:00-05:00,571.9199829101562,571.9998168945312,571.3900756835938,571.47998046875,571.47998046875,214618
2024-11-04 11:20:00-05:00,571.47998046875,571.607177734375,571.1199951171875,571.1900024414062,571.1900024414062,214246
2024-11-04 11:25:00-05:00,571.1900024414062,571.2899169921875,571.0203857421875,571.1099853515625,571.1099853515625,215454
2024-11-04 11:30:00-05:00,571.1099853515625,571.1799926757812,570.3499755859375,570.4000244140625,570.4000244140625,265846
2024-11-04 11:35:00-05:00,570.405029296875,570.5062255859375,569.8499755859375,569.8599853515625,569.8599853515625,370834
2024-11-04 11:40:00-05:00,569.8499755859375,570.030029296875,569.1699829101562,569.4500122070312,569.4500122070312,627758
2024-11-04 11:45:00-05:00,569.4400024414062,569.4699096679688,568.8300170898438,568.91748046875,568.91748046875,477685
2024-11-04 11:50:00-05:00,568.9099731445312,569.0899047851562,568.75,568.7799072265625,568.7799072265625,357896
2024-11-04 11:55:00-05:00,568.780029296875,568.9400024414062,568.27001953125,568.8499755859375,568.8499755859375,546098
2024-11-04 12:00:00-05:00,568.8701171875,569.0769653320312,568.5399780273438,568.5811767578125,568.5811767578125,516377
2024-11-04 12:05:00-05:00,568.5999145507812,568.6900024414062,567.9099731445312,567.969970703125,567.969970703125,362469
2024-11-04 12:10:00-05:00,567.9600219726562,568.780029296875,567.8900146484375,568.6099853515625,568.6099853515625,388171
2024-11-04 12:15:00-05:00,568.6099853515625,568.9099731445312,568.5999755859375,568.8499755859375,568.8499755859375,246881
2024-11-04 12:20:00-05:00,568.8308715820312,569.6900024414062,568.8250122070312,569.594970703125,569.594970703125,279962
2024-11-04 12:25:00-05:00,569.5900268554688,570.10498046875,569.5435791015625,570.010009765625,570.010009765625,293825
2024-11-04 12:30:00-05:00,569.97998046875,570.3099975585938,569.7899780273438,570.1400756835938,570.1400756835938,191876
2024-11-04 12:35:00-05:00,570.1500244140625,570.4500122070312,570.0599975585938,570.1199951171875,570.1199951171875,172287
2024-11-04 12:40:00-05:00,570.1400146484375,570.280029296875,569.989990234375,570.260009765625,570.260009765625,143842
2024-11-04 12:45:00-05:00,570.27001953125,570.7100219726562,570.22998046875,570.697509765625,570.697509765625,151956
2024-11-04 12:50:00-05:00,570.6900024414062,570.8599853515625,570.4445190429688,570.614990234375,570.614990234375,160371
2024-11-04 12:55:00-05:00,570.6199951171875,570.6900024414062,570.4600219726562,570.4600219726562,570.4600219726562,190157
2024-11-04 13:00:00-05:00,570.4500122070312,570.77001953125,570.0900268554688,570.2000122070312,570.2000122070312,196524
2024-11-04 13:05:00-05:00,570.2100219726562,570.3200073242188,569.2324829101562,569.6099243164062,569.6099243164062,1196478
2024-11-04 13:10:00-05:00,569.5999755859375,570.77001953125,569.5999755859375,570.5673828125,570.5673828125,460733
2024-11-04 13:15:00-05:00,570.5399780273438,570.888427734375,570.4500122070312,570.6749877929688,570.6749877929688,114036
2024-11-04 13:20:00-05:00,570.60009765625,571.0900268554688,570.5,570.8900146484375,570.8900146484375,193309
2024-11-04 13:25:00-05:00,570.8800048828125,570.9500122070312,570.389892578125,570.5499877929688,570.5499877929688,125265
2024-11-04 13:30:00-05:00,570.469970703125,570.7000122070312,570.3200073242188,570.6300048828125,570.6300048828125,126389
2024-11-04 13:35:00-05:00,570.5900268554688,570.8599853515625,570.510009765625,570.75,570.75,170871
2024-11-04 13:40:00-05:00,570.77001953125,571.030029296875,570.7100219726562,570.969970703125,570.969970703125,174499
2024-11-04 13:45:00-05:00,570.969970703125,571.27001953125,570.9299926757812,571.1463012695312,571.1463012695312,216527
2024-11-04 13:50:00-05:00,571.1400146484375,571.1500244140625,570.8302001953125,570.8302001953125,570.8302001953125,131721
