Datetime,Close,Volume,BOP,EMA,RSI,BollingerUpper,BollingerLower,BollingerMiddle,HighLowPercentageDiff,OpenClosePercentageDiff,All_1s,Label
2024-11-04 11:05:00-05:00,571.75,105730,0.19739800835207197,571.641211502849,61.0030700100448,572.716137889753,570.3128782235282,571.5145080566406,0.06649137833444757,0.013121477873440836,1,0.030605648092479232
2024-11-04 11:10:00-05:00,571.9249877929688,2146228,0.3819777808256755,571.6790483415317,62.634882517335996,572.6729226072347,570.517592529484,571.5952575683593,0.0778331822786729,0.029730025746095547,1,-0.07780868710353293
2024-11-04 11:15:00-05:00,571.47998046875,214618,-0.7216216216216216,571.6525059584942,56.19495133016535,572.3990296237835,570.9554808742635,571.6772552490235,0.10671190083377351,-0.07693426607815707,1,-0.05074158977640805
2024-11-04 11:20:00-05:00,571.1900024414062,214246,-0.5952142320220496,571.5908388228825,52.413238314385616,572.3812460811796,570.9892617313203,571.68525390625,0.08530302236879932,-0.05074158977640805,1,-0.014008839353234007
2024-11-04 11:25:00-05:00,571.1099853515625,215454,-0.296875,571.5267250267065,51.38561216204366,572.3991664400858,570.9483372220236,571.6737518310547,0.047201686092112984,-0.014008839353234007,1,-0.1243124714520556
2024-11-04 11:30:00-05:00,570.4000244140625,265846,-0.8553570115449666,571.3764982783539,43.277925199434236,572.5058909793237,570.7886158566138,571.6472534179687,0.14552768043709458,-0.1243124714520556,1,-0.0946772509441509
2024-11-04 11:35:00-05:00,569.8599853515625,370834,-0.8305431547619048,571.1742965547817,38.32448252922628,572.7241349199212,570.4043684980475,571.5642517089843,0.1151618896403783,-0.0955538463579753,1,-0.07194278508225598
2024-11-04 11:40:00-05:00,569.4500122070312,627758,-0.4650486125895962,570.9443919750817,35.04516316826309,572.944350220127,569.9801553951074,571.4622528076172,0.15110536615464992,-0.07018748724082952,1,-0.09351685430952997
2024-11-04 11:45:00-05:00,568.91748046875,477685,-0.8165776421213278,570.6741371075708,31.298800030202372,573.1850693963211,569.4831557013351,571.3341125488281,0.11249275862738663,-0.09176067196122493,1,-0.024181581144975338
2024-11-04 11:50:00-05:00,568.7799072265625,357896,-0.3826539773747531,570.4215731234364,30.39482872442211,573.3647688716854,569.0454484134708,571.2051086425781,0.05976347870879121,-0.02286230231645224,1,0.012319063751154912
2024-11-04 11:55:00-05:00,568.8499755859375,546098,0.10440010931948619,570.2120267851031,31.480291966645336,573.4412318781534,568.6869846745809,571.0641082763672,0.11789869025800447,0.012297599328332166,1,-0.04725302622156691
2024-11-04 12:00:00-05:00,568.5811767578125,516377,-0.5380768356444646,569.9945801147977,29.57488897267731,573.4059884607575,568.3443472326019,570.8751678466797,0.09445022785392829,-0.050791985895835876,1,-0.10749670929536305
2024-11-04 12:05:00-05:00,567.969970703125,362469,-0.8075899843505477,569.7246321932414,25.757267688318564,573.4280198362081,567.9083204958232,570.6681701660157,0.137350871398852,-0.11078859344429082,1,0.11268459275147708
2024-11-04 12:10:00-05:00,568.6099853515625,388171,0.7302839116719243,569.5760126143509,35.191160072380605,573.3353230558408,567.668015567206,570.5016693115234,0.15672306705172118,0.11443822694575882,1,0.04220647553817013
